module,policy,group_key,group_value,game_count,village_win_rate,wolf_win_rate,mean_actor_payoff
seer,private_only,leave_one_seed,833,950,0.2873684210526316,0.7126315789473684,-0.2621578947368421
seer,immediate_reveal,leave_one_seed,833,950,0.32,0.68,-0.19336842105263158
seer,private_only,leave_one_seed,834,950,0.27789473684210525,0.7221052631578947,-0.28210526315789475
seer,immediate_reveal,leave_one_seed,834,950,0.3178947368421053,0.6821052631578948,-0.19878947368421052
seer,private_only,leave_one_seed,835,950,0.2863157894736842,0.7136842105263158,-0.2648947368421053
seer,immediate_reveal,leave_one_seed,835,950,0.3157894736842105,0.6842105263157895,-0.20273684210526316
seer,private_only,leave_one_seed,836,950,0.28526315789473683,0.7147368421052631,-0.2670526315789474
seer,immediate_reveal,leave_one_seed,836,950,0.3136842105263158,0.6863157894736842,-0.20700000000000002
seer,private_only,leave_one_seed,837,950,0.2905263157894737,0.7094736842105264,-0.2573684210526316
seer,immediate_reveal,leave_one_seed,837,950,0.32210526315789473,0.6778947368421052,-0.1908421052631579
seer,private_only,leave_one_seed,838,950,0.2831578947368421,0.716842105263158,-0.27115789473684215
seer,immediate_reveal,leave_one_seed,838,950,0.31157894736842107,0.6884210526315789,-0.21110526315789474
seer,private_only,leave_one_seed,839,950,0.2926315789473684,0.7073684210526315,-0.2511052631578948
seer,immediate_reveal,leave_one_seed,839,950,0.32526315789473687,0.6747368421052632,-0.1823157894736842
witch,reference,leave_one_seed,820,950,0.28421052631578947,0.7157894736842105,-0.21478947368421053
witch,aggressive_full,leave_one_seed,820,950,0.3494736842105263,0.6505263157894737,-0.060421052631578966
witch,reference,leave_one_seed,821,950,0.2863157894736842,0.7136842105263158,-0.2097368421052632
witch,aggressive_full,leave_one_seed,821,950,0.35789473684210527,0.6421052631578947,-0.043789473684210545
witch,reference,leave_one_seed,822,950,0.28526315789473683,0.7147368421052631,-0.2105263157894737
witch,aggressive_full,leave_one_seed,822,950,0.3526315789473684,0.6473684210526316,-0.054473684210526334
witch,reference,leave_one_seed,823,950,0.2926315789473684,0.7073684210526315,-0.19573684210526318
witch,aggressive_full,leave_one_seed,823,950,0.3663157894736842,0.6336842105263157,-0.02694736842105265
witch,reference,leave_one_seed,824,950,0.2873684210526316,0.7126315789473684,-0.20752631578947373
witch,aggressive_full,leave_one_seed,824,950,0.3568421052631579,0.6431578947368422,-0.04189473684210528
witch,reference,leave_one_seed,825,950,0.2863157894736842,0.7136842105263158,-0.20931578947368423
witch,aggressive_full,leave_one_seed,825,950,0.3642105263157895,0.6357894736842106,-0.02963157894736844
witch,reference,leave_one_seed,826,950,0.29157894736842105,0.708421052631579,-0.19794736842105265
witch,aggressive_full,leave_one_seed,826,950,0.3642105263157895,0.6357894736842106,-0.028789473684210542
witch,reference,leave_one_seed,827,950,0.2810526315789474,0.7189473684210527,-0.2198947368421053
witch,aggressive_full,leave_one_seed,827,950,0.35789473684210527,0.6421052631578947,-0.04200000000000002
